Category,Book_Title,ISBN_13,ISBN_10,Our_Price,Competitor_Prices,Lowest_Competitor_Price,Highest_Competitor_Price,Offer_Count,Price_Source,Price_Status
Young Adult,This Is Where It Ends,9781493441433,1493441434,Â£27.12,[],,,0,booksrun_internal_api,not_found
Nonfiction,The Year of Magical Thinking,9780307279729,0307279723,Â£43.04,[],,,0,booksrun_internal_api,not_found
Default,The Wright Brothers,9781900747448,1900747448,Â£56.80,[],,,0,booksrun_internal_api,not_found
Add a comment,The White Queen (The Cousins' War #1),9781416563914,1416563911,Â£25.91,[],,,0,booksrun_internal_api,not_found
Romance,The Wedding Pact (The O'Malleys #2),9780349409689,0349409684,Â£32.61,[],,,0,booksrun_internal_api,not_found
Fiction,The Time Keeper,9781405517379,1405517379,Â£27.88,[],,,0,booksrun_internal_api,not_found
Fiction,The Testament of Mary,9781451688382,1451688385,Â£52.67,[],,,0,booksrun_internal_api,not_found
Fantasy,The Star-Touched Queen,9781250085481,1250085489,Â£46.02,[],,,0,booksrun_internal_api,not_found
Add a comment,The Song of Achilles,9781526634047,152663404X,Â£37.40,[],,,0,booksrun_internal_api,not_found
Default,The Rosie Project (Don Tillman #1),9781476729084,1476729085,Â£54.04,[],,,0,booksrun_internal_api,not_found
Default,The Power of Habit: Why We Do What We Do in Life and Business,9780679603856,0679603859,Â£16.88,[],,,0,booksrun_internal_api,not_found
Historical Fiction,The Marriage of Opposites,9781533455888,1533455880,Â£28.08,[],,,0,booksrun_internal_api,not_found
Psychology,The Lucifer Effect: Understanding How Good People Turn Evil,9781588365873,1588365875,Â£10.40,[],,,0,booksrun_internal_api,not_found
Humor,The Long Haul (Diary of a Wimpy Kid #9),9780141354224,0141354224,Â£44.07,[],,,0,booksrun_internal_api,not_found
Horror,The Loney,9781473619845,147361984X,Â£23.40,[],,,0,booksrun_internal_api,not_found
Nonfiction,The Literature Book (Big Ideas Simply Explained),9780241015469,0241015464,Â£17.43,[],,,0,booksrun_internal_api,not_found
Mystery,The Last Mile (Amos Decker #2),9781455586486,145558648X,Â£54.21,[],,,0,booksrun_internal_api,not_found
Add a comment,The Immortal Life of Henrietta Lacks,9781529014679,1529014670,Â£40.67,[],,,0,booksrun_internal_api,not_found
Fantasy,The Hidden Oracle (The Trials of Apollo #1),9786023852307,6023852300,Â£52.26,[],,,0,booksrun_internal_api,not_found
Food and Drink,The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,9781518225659,1518225659,Â£28.77,[],,,0,booksrun_internal_api,not_found
Thriller,The Guilty (Will Robie #4),9781455586417,1455586412,Â£13.82,[],,,0,booksrun_internal_api,not_found
Fiction,The First Hostage (J.B. Collins #2),9781496406156,149640615X,Â£25.85,[],,,0,booksrun_internal_api,not_found
Add a comment,The Dovekeepers,9781451617498,1451617496,Â£48.78,[],,,0,booksrun_internal_api,not_found
Young Adult,The Darkest Lie,9781426859885,1426859880,Â£35.35,[],,,0,booksrun_internal_api,not_found
Fantasy,The Bane Chronicles (The Bane Chronicles #1-11),9781442496002,1442496002,Â£44.73,[16.62],16.62,16.62,1,booksrun_internal_api,found
Nonfiction,The Bad-Ass Librarians of Timbuktu: And Their Race to Save the Worldâs Most Precious Manuscripts,9781476777405,1476777403,Â£15.77,[],,,0,booksrun_internal_api,not_found
Thriller,The 14th Colony (Cotton Malone #11),9781473628298,1473628296,Â£39.24,[],,,0,booksrun_internal_api,not_found
Mystery,Tastes Like Fear (DI Marnie Rome #3),9781529029475,1529029473,Â£10.69,[],,,0,booksrun_internal_api,not_found
Fiction,Take Me with You,9780373863761,0373863764,Â£45.21,[],,,0,booksrun_internal_api,not_found
Nonfiction,Swell: A Year of Waves,9781452116495,1452116490,Â£45.58,[],,,0,booksrun_internal_api,not_found
Sequential Art,Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),9781401269425,1401269427,Â£11.89,[],,,0,booksrun_internal_api,not_found
Fiction,Still Life with Bread Crumbs,9780812995756,0812995759,Â£26.41,[],,,0,booksrun_internal_api,not_found
Default,Steve Jobs,9780761319597,076131959X,Â£39.50,[],,,0,booksrun_internal_api,not_found
Science,Sorting the Beef from the Bull: The Science of Food Fraud Forensics,9781472911346,1472911342,Â£44.74,[],,,0,booksrun_internal_api,not_found
Contemporary,Someone Like You (The Harrisons #2),9781460397855,1460397851,Â£52.79,[],,,0,booksrun_internal_api,not_found
Sequential Art,"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",9781421589954,1421589958,Â£35.43,[],,,0,booksrun_internal_api,not_found
Fiction,Shtum,9781409162995,1409162990,Â£55.84,[],,,0,booksrun_internal_api,not_found
Travel,See America: A Celebration of Our National Parks & Treasured Sites,9781452148984,1452148988,Â£48.87,[],,,0,booksrun_internal_api,not_found
Poetry,salt.,9781566768894,1566768896,Â£46.78,[],,,0,booksrun_internal_api,not_found
Sequential Art,Robin War,9781401269456,1401269451,Â£47.82,[],,,0,booksrun_internal_api,not_found
Sequential Art,"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",9781401269302,1401269303,Â£25.48,[],,,0,booksrun_internal_api,not_found
Poetry,"Quarter Life Poetry: Poems for the Young, Broke and Hangry",9781455565276,145556527X,Â£50.89,[],,,0,booksrun_internal_api,not_found
Horror,Pet Sematary,9781848940857,1848940858,Â£10.56,[],,,0,booksrun_internal_api,not_found
Self Help,"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",9781455559879,1455559873,Â£52.15,[],,,0,booksrun_internal_api,not_found
Childrens,Once Was a Time,9781452159706,145215970X,Â£18.28,[],,,0,booksrun_internal_api,not_found
Humor,Old School (Diary of a Wimpy Kid #10),9781613128275,1613128274,Â£11.83,[],,,0,booksrun_internal_api,not_found
Nonfiction,No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,9781426216503,1426216505,Â£21.95,[],,,0,booksrun_internal_api,not_found
Fiction,My Name Is Lucy Barton,9786020459790,6020459799,Â£41.56,[],,,0,booksrun_internal_api,not_found
Fiction,My Mrs. Brown,9781501108617,1501108611,Â£24.48,[20.23],20.23,20.23,1,booksrun_internal_api,found
Young Adult,My Kind of Crazy,9781492631774,1492631779,Â£40.36,[],,,0,booksrun_internal_api,not_found
Fiction,Mr. Mercedes (Bill Hodges Trilogy #1),9786020351261,6020351262,Â£28.90,[],,,0,booksrun_internal_api,not_found
Add a comment,More Than Music (Chasing the Dream #1),9781499607994,1499607997,Â£37.61,[18.09],18.09,18.09,1,booksrun_internal_api,found
Business,Made to Stick: Why Some Ideas Survive and Others Die,9781588365965,1588365964,Â£38.85,[],,,0,booksrun_internal_api,not_found
Childrens,Luis Paints the World,9781467795562,1467795569,Â£53.95,[],,,0,booksrun_internal_api,not_found
Default,Luckiest Girl Alive,9781447286226,1447286227,Â£49.83,[],,,0,booksrun_internal_api,not_found
Sequential Art,Lowriders to the Center of the Earth (Lowriders in Space #2),9781452183824,1452183821,Â£51.51,[],,,0,booksrun_internal_api,not_found
Music,Love Is a Mix Tape (Music #1),9780307351579,0307351572,Â£18.03,[],,,0,booksrun_internal_api,not_found
Nonfiction,Looking for Lovely: Collecting the Moments that Matter,9781433689260,143368926X,Â£29.14,[],,,0,booksrun_internal_api,not_found
Default,"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",9781499083101,1499083106,Â£46.91,[],,,0,booksrun_internal_api,not_found
Nonfiction,Let It Out: A Journey Through Journaling,9781401947446,1401947441,Â£26.79,[22.38],22.38,22.38,1,booksrun_internal_api,found
Default,Lady Midnight (The Dark Artifices #1),9781534488021,1534488022,Â£16.28,[],,,0,booksrun_internal_api,not_found
Food and Drink,"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",9781455584222,1455584223,Â£19.55,[],,,0,booksrun_internal_api,not_found
Fantasy,Island of Dragons (Unwanteds #7),9781442493377,1442493372,Â£29.65,[],,,0,booksrun_internal_api,not_found
Humor,I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,9781476770284,147677028X,Â£25.98,[17.94],17.94,17.94,1,booksrun_internal_api,found
Fiction,I Am Pilgrim (Pilgrim #1),9781439177723,1439177724,Â£10.60,[],,,0,booksrun_internal_api,not_found
Humor,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",9781446496527,144649652X,Â£14.75,[],,,0,booksrun_internal_api,not_found
Default,"Hush, Hush (Hush, Hush #1)",9781310485565,1310485569,Â£47.02,[],,,0,booksrun_internal_api,not_found
Romance,Hold Your Breath (Search and Rescue #1),9781492628187,1492628182,Â£28.82,[],,,0,booksrun_internal_api,not_found
Nonfiction,Hamilton: The Revolution,9781455567539,1455567531,Â£58.79,[],,,0,booksrun_internal_api,not_found
Default,Greek Mythic History,9781533658623,1533658625,Â£10.23,[16.52],16.52,16.52,1,booksrun_internal_api,found
Religion,God: The Most Unpleasant Character in All Fiction,9781454918325,1454918322,Â£30.03,[],,,0,booksrun_internal_api,not_found
Historical Fiction,Glory over Everything: Beyond The Kitchen House,9781476748450,1476748454,Â£45.84,[20.01],20.01,20.01,1,booksrun_internal_api,found
Art,Feathers: Displays of Brilliant Plumage,9781452148922,1452148929,Â£49.05,[],,,0,booksrun_internal_api,not_found
Nonfiction,"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",9781040156841,1040156843,Â£15.06,[],,,0,booksrun_internal_api,not_found
Default,Every Last Word,9781484706275,1484706277,Â£46.47,[],,,0,booksrun_internal_api,not_found
Fiction,Eligible (The Austen Project #4),9781399500425,1399500422,Â£27.09,[],,,0,booksrun_internal_api,not_found
Sequential Art,El Deafo,9781613126219,1613126212,Â£57.62,[],,,0,booksrun_internal_api,not_found
Fiction,Eight Hundred Grapes,9781476789286,1476789282,Â£14.39,[19.17],19.17,19.17,1,booksrun_internal_api,found
Nonfiction,"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",9781401948429,1401948421,Â£51.75,[],,,0,booksrun_internal_api,not_found
Health,"Eat Fat, Get Thin",9780316338844,0316338842,Â£54.07,[],,,0,booksrun_internal_api,not_found
Young Adult,Don't Get Caught,9781492630159,1492630152,Â£55.35,[],,,0,booksrun_internal_api,not_found
Horror,Doctor Sleep (The Shining #2),9781982138868,1982138866,Â£40.12,[],,,0,booksrun_internal_api,not_found
Fantasy,Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),9781440874420,1440874425,Â£37.51,[],,,0,booksrun_internal_api,not_found
Fiction,Dear Mr. Knightley,9781401689698,1401689698,Â£11.21,[],,,0,booksrun_internal_api,not_found
Default,Daily Fantasy Sports,9781935396840,1935396846,Â£36.58,[],,,0,booksrun_internal_api,not_found
Christian,Crazy Love: Overwhelmed by a Relentless God,9780781411035,0781411033,Â£47.72,[],,,0,booksrun_internal_api,not_found
Fiction,Cometh the Hour (The Clifton Chronicles #6),9781447252238,1447252233,Â£25.01,[],,,0,booksrun_internal_api,not_found
Add a comment,Code Name Verity (Code Name Verity #1),9781423153252,1423153251,Â£22.13,[],,,0,booksrun_internal_api,not_found
Default,Clockwork Angel (The Infernal Devices #1),9781442483989,1442483989,Â£44.14,[],,,0,booksrun_internal_api,not_found
Fantasy,City of Glass (The Mortal Instruments #3),9781481455985,1481455982,Â£56.02,[17.09],17.09,17.09,1,booksrun_internal_api,found
Default,City of Fallen Angels (The Mortal Instruments #4),9781442440432,1442440430,Â£11.23,[],,,0,booksrun_internal_api,not_found
Default,City of Bones (The Mortal Instruments #1),9781481455923,1481455923,Â£43.28,[17.04],17.04,17.04,1,booksrun_internal_api,found
Default,City of Ashes (The Mortal Instruments #2),9781416972242,1416972242,Â£47.27,[],,,0,booksrun_internal_api,not_found
Add a comment,Cell,9780199748921,0199748926,Â£20.29,[],,,0,booksrun_internal_api,not_found
Young Adult,Catching Jordan (Hundred Oaks),9781402262272,1402262272,Â£50.83,[],,,0,booksrun_internal_api,not_found
Default,"Carry On, Warrior: Thoughts on Life Unarmed",9781451698220,1451698224,Â£31.85,[17.95],17.95,17.95,1,booksrun_internal_api,found
Default,Carrie,9781849436113,1849436118,Â£46.23,[],,,0,booksrun_internal_api,not_found
Nonfiction,Buying In: The Secret Dialogue Between What We Buy and Who We Are,9781588367297,1588367290,Â£37.80,[],,,0,booksrun_internal_api,not_found
Nonfiction,Brain on Fire: My Month of Madness,9780141975351,0141975350,Â£49.32,[],,,0,booksrun_internal_api,not_found
Sequential Art,Batman: Europa,9783736725256,3736725256,Â£32.01,[],,,0,booksrun_internal_api,not_found
Food and Drink,Barefoot Contessa Back to Basics,9780593064009,0593064003,Â£28.01,[],,,0,booksrun_internal_api,not_found
Food and Drink,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,9780307885500,030788550X,Â£50.62,[],,,0,booksrun_internal_api,not_found
Fiction,Balloon Animals,9783755430810,3755430819,Â£17.03,[],,,0,booksrun_internal_api,not_found
Sequential Art,Art Ops Vol. 1,9781401269364,1401269362,Â£48.80,[],,,0,booksrun_internal_api,not_found
Young Adult,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),9781442408944,1442408944,Â£58.14,[],,,0,booksrun_internal_api,not_found
Add a comment,Angels Walking (Angels Walking #1),9781501192074,1501192078,Â£34.20,[],,,0,booksrun_internal_api,not_found
Default,Angels & Demons (Robert Langdon #1),9780814665596,0814665594,Â£51.48,[],,,0,booksrun_internal_api,not_found
Historical,All the Light We Cannot See,9781476746586,1476746583,Â£29.87,[30.12],30.12,30.12,1,booksrun_internal_api,found
Sequential Art,"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",9781449478964,1449478964,Â£10.90,[],,,0,booksrun_internal_api,not_found
Mystery,A Time of Torment (Charlie Parker #14),9781501118326,1501118323,Â£48.35,[],,,0,booksrun_internal_api,not_found
Mystery,A Study in Scarlet (Sherlock Holmes #1),9780307430489,0307430480,Â£16.73,[],,,0,booksrun_internal_api,not_found
Add a comment,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",9781426216343,1426216343,Â£56.48,[],,,0,booksrun_internal_api,not_found
Add a comment,A People's History of the United States,9781447279723,1447279727,Â£40.79,[],,,0,booksrun_internal_api,not_found
Fiction,A Man Called Ove,9781668010815,166801081X,Â£39.72,[],,,0,booksrun_internal_api,not_found
History,A Distant Mirror: The Calamitous 14th Century,9780345349576,0345349571,Â£14.58,[22.59],22.59,22.59,1,booksrun_internal_api,found
Add a comment,A Brush of Wings (Angels Walking #3),9781501192074,1501192078,Â£55.51,[],,,0,booksrun_internal_api,not_found
History,1491: New Revelations of the Americas Before Columbus,9780307278180,0307278182,Â£21.80,[],,,0,booksrun_internal_api,not_found
Default,"The Three Searches, Meaning, and the Story",9781329695931,1329695933,Â£13.33,[],,,0,booksrun_internal_api,not_found
Fantasy,Searching for Meaning in Gailana,9781329194410,1329194411,Â£38.73,[],,,0,booksrun_internal_api,not_found
Add a comment,Rook,9781119428190,111942819X,Â£37.86,[],,,0,booksrun_internal_api,not_found
Food and Drink,My Kitchen Year: 136 Recipes That Saved My Life,9780679605225,0679605223,Â£11.53,[],,,0,booksrun_internal_api,not_found
Nonfiction,13 Hours: The Inside Account of What Really Happened In Benghazi,9781455582297,1455582298,Â£27.06,[],,,0,booksrun_internal_api,not_found
Womens Fiction,Will You Won't You Want Me?,9781466850187,1466850183,Â£13.86,[],,,0,booksrun_internal_api,not_found
Science,Tipping Point for Planet Earth: How Close Are We to the Edge?,9781466852013,1466852011,Â£37.55,[],,,0,booksrun_internal_api,not_found
Fantasy,The Star-Touched Queen,9781250085481,1250085489,Â£32.30,[],,,0,booksrun_internal_api,not_found
Fiction,The Silent Sister (Riley MacPherson #1),9780230764040,0230764045,Â£46.29,[],,,0,booksrun_internal_api,not_found
Add a comment,The Midnight Watch: A Novel of the Titanic and the Californian,9781466893085,1466893087,Â£26.20,[],,,0,booksrun_internal_api,not_found
Nonfiction,The Lonely City: Adventures in the Art of Being Alone,9781782111245,1782111247,Â£33.26,[],,,0,booksrun_internal_api,not_found
Add a comment,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,9781466887008,1466887001,Â£59.15,[],,,0,booksrun_internal_api,not_found
Psychology,The Golden Condom: And Other Essays on Love Lost and Found,9781250055767,1250055768,Â£39.43,[],,,0,booksrun_internal_api,not_found
Young Adult,The Epidemic (The Program 0.6),9781000923223,1000923223,Â£14.44,[],,,0,booksrun_internal_api,not_found
Nonfiction,The Diary of a Young Girl,9780307807533,0307807533,Â£59.90,[],,,0,booksrun_internal_api,not_found
Young Adult,Stars Above (The Lunar Chronicles #4.5),9780606399494,0606399496,Â£48.05,[],,,0,booksrun_internal_api,not_found
Nonfiction,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,9781250031785,1250031788,Â£21.21,[],,,0,booksrun_internal_api,not_found
Default,Raspberry Pi Electronics Projects for the Evil Genius,9781259640599,1259640590,Â£49.67,[],,,0,booksrun_internal_api,not_found
Business,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,9781250070517,1250070511,Â£43.14,[],,,0,booksrun_internal_api,not_found
Horror,Psycho: Sanitarium (Psycho #1.5),9781466866775,1466866772,Â£36.97,[],,,0,booksrun_internal_api,not_found
Mystery,Poisonous (Max Revere Novels #3),9781466874732,1466874732,Â£26.80,[],,,0,booksrun_internal_api,not_found
Add a comment,One with You (Crossfire #5),9781405916462,140591646X,Â£15.71,[],,,0,booksrun_internal_api,not_found
Young Adult,No Love Allowed (Dodge Cove #1),9781509804481,150980448X,Â£54.65,[],,,0,booksrun_internal_api,not_found
Mystery,Murder at the 42nd Street Library (Raymond Ambler #1),9781250036872,1250036879,Â£54.36,[],,,0,booksrun_internal_api,not_found
Mystery,Most Wanted,9781612340340,1612340342,Â£35.28,[],,,0,booksrun_internal_api,not_found
Historical Fiction,"Love, Lies and Spies",9781509818860,1509818863,Â£20.55,[],,,0,booksrun_internal_api,not_found
Default,How to Speak Golf: An Illustrated Guide to Links Lingo,9781250071989,1250071984,Â£58.32,[],,,0,booksrun_internal_api,not_found
Mystery,Hide Away (Eve Duncan #20),9781466887206,1466887206,Â£11.84,[],,,0,booksrun_internal_api,not_found
Nonfiction,Furiously Happy: A Funny Book About Horrible Things,9781447238331,1447238338,Â£41.46,[],,,0,booksrun_internal_api,not_found
Food and Drink,Everyday Italian: 125 Simple and Delicious Recipes,9780307885616,0307885615,Â£20.10,[],,,0,booksrun_internal_api,not_found
Politics,Equal Is Unfair: America's Misguided Fight Against Income Inequality,9781250890009,1250890004,Â£56.86,[20.82],20.82,20.82,1,booksrun_internal_api,found
Default,Eleanor & Park,9781480812154,1480812153,Â£56.51,[],,,0,booksrun_internal_api,not_found
Romance,Dirty (Dive Bar #1),9782709657273,2709657279,Â£40.83,[],,,0,booksrun_internal_api,not_found
Horror,Can You Keep a Secret? (Fear Street Relaunch #4),9781250096487,1250096480,Â£48.64,[16.7],16.7,16.7,1,booksrun_internal_api,found
Mystery,Boar Island (Anna Pigeon #19),9781472202307,1472202309,Â£59.48,[],,,0,booksrun_internal_api,not_found
Historical Fiction,A Paris Apartment,9781466849624,1466849622,Â£39.01,[],,,0,booksrun_internal_api,not_found
Food and Drink,"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",9781250085535,1250085535,Â£38.77,[],,,0,booksrun_internal_api,not_found
Default,Troublemaker: Surviving Hollywood and Scientology,9781101886977,1101886978,Â£48.39,[],,,0,booksrun_internal_api,not_found
Nonfiction,"The Sleep Revolution: Transforming Your Life, One Night at a Time",9781101904015,1101904011,Â£11.68,[],,,0,booksrun_internal_api,not_found
Fiction,The Improbability of Love,9781408862469,1408862468,Â£59.45,[],,,0,booksrun_internal_api,not_found
Business,The Art of Startup Fundraising,9781119191858,1119191858,Â£21.00,[],,,0,booksrun_internal_api,not_found
Romance,Take Me Home Tonight (Rock Star Romance #3),9781955462013,1955462011,Â£53.98,[],,,0,booksrun_internal_api,not_found
Science Fiction,Sleeping Giants (Themis Files #1),9781101886700,1101886706,Â£48.74,[],,,0,booksrun_internal_api,not_found
Biography,"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",9781466879195,146687919X,Â£21.15,[],,,0,booksrun_internal_api,not_found
Mystery,Playing with Fire,9798216363446,nan,Â£13.71,[],,,0,booksrun_internal_api,not_found
Fiction,Mothering Sunday,9780814618271,0814618278,Â£13.34,[],,,0,booksrun_internal_api,not_found
Nonfiction,"Mother, Can You Not?",9781101907061,1101907061,Â£16.89,[],,,0,booksrun_internal_api,not_found
Historical Fiction,Lilac Girls,9781101883068,1101883065,Â£17.28,[],,,0,booksrun_internal_api,not_found
Fiction,Lies and Other Acts of Love,9781101987070,1101987073,Â£45.14,[],,,0,booksrun_internal_api,not_found
Autobiography,Lab Girl,9781101874943,1101874945,Â£40.85,[],,,0,booksrun_internal_api,not_found
Womens Fiction,Keep Me Posted,9781101989883,1101989882,Â£20.46,[],,,0,booksrun_internal_api,not_found
Psychology,It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,9780593994436,0593994434,Â£56.27,[19.93],19.93,19.93,1,booksrun_internal_api,found
Womens Fiction,Grey (Fifty Shades #4),9780606371179,0606371176,Â£48.49,[],,,0,booksrun_internal_api,not_found
Young Adult,"Exit, Pursued by a Bear",9781618730954,1618730959,Â£51.34,[],,,0,booksrun_internal_api,not_found
Fiction,Daredevils,9781552858042,1552858049,Â£16.34,[],,,0,booksrun_internal_api,not_found
Food and Drink,Cravings: Recipes for What You Want to Eat,9781508075509,1508075506,Â£20.50,[],,,0,booksrun_internal_api,not_found
Business,Born for This: How to Find the Work You Were Meant to Do,9781447297529,1447297520,Â£21.59,[],,,0,booksrun_internal_api,not_found
Default,Adultery,9780761479055,0761479058,Â£20.88,[],,,0,booksrun_internal_api,not_found
Nonfiction,A Mother's Reckoning: Living in the Aftermath of Tragedy,9780753551660,0753551667,Â£19.53,[],,,0,booksrun_internal_api,not_found
Romance,A Gentleman's Position (Society of Gentlemen #3),9781101886076,1101886072,Â£14.75,[],,,0,booksrun_internal_api,not_found
Fiction,11/22/63,9781451627299,1451627297,Â£48.48,[24.88],24.88,24.88,1,booksrun_internal_api,found
Nonfiction,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",9781444799064,1444799061,Â£24.57,[],,,0,booksrun_internal_api,not_found
Health,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,9781501100109,1501100106,Â£49.71,[19.26],19.26,19.26,1,booksrun_internal_api,found
Add a comment,Without Shame,9780736981798,0736981799,Â£48.27,[19.41],19.41,19.41,1,booksrun_internal_api,found
Add a comment,Watchmen,9781779501837,1779501838,Â£58.05,[],,,0,booksrun_internal_api,not_found
Default,Unlimited Intuition Now,9780989450614,0989450619,Â£58.87,[20.4],20.4,20.4,1,booksrun_internal_api,found
Fiction,The Shack,9780964729292,0964729296,Â£28.03,[],,,0,booksrun_internal_api,not_found
Default,The New Brand You: Your New Image Makes the Sale for You,9780991906024,0991906020,Â£44.05,[22.85],22.85,22.85,1,booksrun_internal_api,found
Food and Drink,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",9781607747406,1607747405,Â£12.34,[],,,0,booksrun_internal_api,not_found
Science,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",9780307428530,0307428532,Â£55.91,[],,,0,booksrun_internal_api,not_found
Health,The Art and Science of Low Carbohydrate Living,9780983490708,0983490708,Â£52.98,[],,,0,booksrun_internal_api,not_found
Young Adult,The Alien Club,9780997151312,0997151315,Â£54.40,[18.13],18.13,18.13,1,booksrun_internal_api,found
Novels,Suzie Snowflake: One beautiful flake (a self-esteem story),9780986872716,0986872717,Â£54.81,[],,,0,booksrun_internal_api,not_found
Childrens,Nap-a-Roo,9780986075001,0986075000,Â£25.08,[],,,0,booksrun_internal_api,not_found
Default,"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",9780982400395,098240039X,Â£10.41,[],,,0,booksrun_internal_api,not_found
Default,Modern Day Fables,9798991882118,nan,Â£47.44,[],,,0,booksrun_internal_api,not_found
Spirituality,If I Gave You God's Phone Number....: Searching for Spirituality in America,9780971703209,0971703205,Â£20.91,[],,,0,booksrun_internal_api,not_found
Sequential Art,"Fruits Basket, Vol. 9 (Fruits Basket #9)",9781975358433,1975358430,Â£33.95,[],,,0,booksrun_internal_api,not_found
Humor,Dress Your Family in Corduroy and Denim,9780316057899,0316057894,Â£43.68,[],,,0,booksrun_internal_api,not_found
Young Adult,Don't Forget Steven,9781926500010,1926500016,Â£33.23,[],,,0,booksrun_internal_api,not_found
Nonfiction,Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,9780993597534,099359753X,Â£35.92,[25.99],25.99,25.99,1,booksrun_internal_api,found
Art,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,9781800815995,1800815999,Â£48.63,[],,,0,booksrun_internal_api,not_found
Fantasy,A Shard of Ice (The Black Symphony Saga #1),9780991194711,0991194713,Â£56.63,[],,,0,booksrun_internal_api,not_found
Add a comment,A Hero's Curse (The Unseen Chronicles #1),9780359638079,0359638074,Â£50.49,[],,,0,booksrun_internal_api,not_found
Add a comment,23 Degrees South: A Tropical Tale of Changing Whether...,9781135937423,1135937427,Â£35.79,[],,,0,booksrun_internal_api,not_found
Nonfiction,"Zero to One: Notes on Startups, or How to Build the Future",9780753550304,075355030X,Â£34.06,[],,,0,booksrun_internal_api,not_found
Nonfiction,Why Not Me?,9798890276162,nan,Â£17.76,[],,,0,booksrun_internal_api,not_found
Nonfiction,When Breath Becomes Air,9781473523494,1473523494,Â£39.36,[],,,0,booksrun_internal_api,not_found
Travel,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,9780679647423,0679647422,Â£36.94,[],,,0,booksrun_internal_api,not_found
Default,The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),9781446488645,1446488640,Â£43.62,[],,,0,booksrun_internal_api,not_found
Art,The New Drawing on the Right Side of the Brain,9780285641785,0285641786,Â£43.02,[],,,0,booksrun_internal_api,not_found
Nonfiction,"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",9780805097689,0805097686,Â£28.45,[],,,0,booksrun_internal_api,not_found
Default,The Martian (The Martian #1),9780804139038,0804139032,Â£41.39,[],,,0,booksrun_internal_api,not_found
Fiction,The High Mountains of Portugal,9781782114727,1782114726,Â£51.15,[],,,0,booksrun_internal_api,not_found
Short Stories,The Grownup,9781000841466,1000841464,Â£35.88,[],,,0,booksrun_internal_api,not_found
Business,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,9780061741654,0061741655,Â£36.91,[],,,0,booksrun_internal_api,not_found
Nonfiction,Smarter Faster Better: The Secrets of Being Productive in Life and Business,9780679645429,067964542X,Â£38.89,[],,,0,booksrun_internal_api,not_found
Suspense,Silence in the Dark (Logan Point #4),9781493401727,1493401726,Â£58.33,[],,,0,booksrun_internal_api,not_found
Christian Fiction,Shadows of the Past (Logan Point #1),9781441212269,1441212264,Â£39.67,[],,,0,booksrun_internal_api,not_found
Sequential Art,Roller Girl,9781416538554,1416538550,Â£14.10,[],,,0,booksrun_internal_api,not_found
Nonfiction,Rising Strong,9780812995831,081299583X,Â£21.82,[],,,0,booksrun_internal_api,not_found
Philosophy,Proofs of God: Classical Arguments from Tertullian to Barth,9781493403387,1493403389,Â£54.21,[],,,0,booksrun_internal_api,not_found
