book_id,book_title,news_id,news_title,similarity_score,rank
228,Private Paris (Private #10),49,"Amaravati Academy to train 5,000 students in quantum technologies - The New Indian Express",0.0,3
229,"We Love You, Charlie Freeman",8,Review reinstated for England after technology failure on day 1 of third Ashes Test - India TV News,0.0369,1
229,"We Love You, Charlie Freeman",22,"Karnataka's Siddhartha Academy of Higher Education Partners with upGrad School of Technology to Drive Industry-Linked, On-Campus Innovation - ANI News",0.0327,2
229,"We Love You, Charlie Freeman",30,New Heartbeat Of Work: Leading With Humanity In A Technology Driven World - Live Law,0.0239,3
230,Thirst,30,New Heartbeat Of Work: Leading With Humanity In A Technology Driven World - Live Law,0.0198,1
230,Thirst,13,"Govt leveraging science and technology to boost disaster management, climate resilience - DD News",0.0192,2
230,Thirst,48,BLOCK Technology rebrands as Timotec Reinraumtechnik following strategic consolidation - Cleanroom Technology,0.0,3
231,The Murder That Never Was (Forensic Instincts #5),31,OQ Technology Believes Semiconductor IoT Breakthrough Will Open new Markets - Via Satellite,0.0274,1
231,The Murder That Never Was (Forensic Instincts #5),5,UK launches taskforce to 'break down barriers' for women in tech - BBC,0.0156,2
231,The Murder That Never Was (Forensic Instincts #5),30,New Heartbeat Of Work: Leading With Humanity In A Technology Driven World - Live Law,0.0026,3
232,Tuesday Nights in 1980,4,2025 in review: How technology shapes our world - news.cgtn.com,0.0318,1
232,Tuesday Nights in 1980,14,Hype Correction - MIT Technology Review,0.0311,2
232,Tuesday Nights in 1980,10,AI coding is now everywhere. But not everyone is convinced. - MIT Technology Review,0.0299,3
233,The Vacationers,11,Top 10 Technology Posts of 2025 - Design Milk,0.0856,1
233,The Vacationers,39,Patented: Island Technology's Kernel-Based Protection of Computer Processes and More North Texas Inventive Activity - Dallas Innovates,0.0337,2
233,The Vacationers,37,How China Built its ‘Manhattan Project’ To Rival West in AI Chips - Deccan Chronicle,0.0182,3
234,The Regional Office Is Under Attack!,15,Hospitality 2.0: Powered by Technology - BW Hotelier,0.0545,1
234,The Regional Office Is Under Attack!,30,New Heartbeat Of Work: Leading With Humanity In A Technology Driven World - Live Law,0.0332,2
234,The Regional Office Is Under Attack!,12,Four Futures for the New Economy: Geoeconomics and Technology in 2030 - The World Economic Forum,0.0148,3
235,Finders Keepers (Bill Hodges Trilogy #2),4,2025 in review: How technology shapes our world - news.cgtn.com,0.0244,1
235,Finders Keepers (Bill Hodges Trilogy #2),50,Vue Flagship ‘EPIC’ Amsterdam Cinema Focuses On Technology Innovation - Forbes,0.0,2
235,Finders Keepers (Bill Hodges Trilogy #2),48,BLOCK Technology rebrands as Timotec Reinraumtechnik following strategic consolidation - Cleanroom Technology,0.0,3
236,The Time Keeper,30,New Heartbeat Of Work: Leading With Humanity In A Technology Driven World - Live Law,0.0326,1
236,The Time Keeper,21,Clean Science & Technology Stock Hits All-Time Low Amid Prolonged Downtrend - Markets Mojo,0.0257,2
236,The Time Keeper,22,"Karnataka's Siddhartha Academy of Higher Education Partners with upGrad School of Technology to Drive Industry-Linked, On-Campus Innovation - ANI News",0.0242,3
237,The Testament of Mary,43,Credo Technology Stock Is Down 28% in Two Weeks. Is the Dip Worth Buying? - The Motley Fool,0.0167,1
237,The Testament of Mary,28,Hon Hai Technology Group (Foxconn) Board Director Ching-Ray Chang Distinguished As UNESCO Quantum 100 Honoree - PR Newswire,0.0089,2
237,The Testament of Mary,30,New Heartbeat Of Work: Leading With Humanity In A Technology Driven World - Live Law,0.0061,3
238,The First Hostage (J.B. Collins #2),30,New Heartbeat Of Work: Leading With Humanity In A Technology Driven World - Live Law,0.0207,1
238,The First Hostage (J.B. Collins #2),12,Four Futures for the New Economy: Geoeconomics and Technology in 2030 - The World Economic Forum,0.0192,2
238,The First Hostage (J.B. Collins #2),4,2025 in review: How technology shapes our world - news.cgtn.com,0.0152,3
239,Take Me with You,8,Review reinstated for England after technology failure on day 1 of third Ashes Test - India TV News,0.0562,1
239,Take Me with You,6,Ashes 2025-26 - England have review reinstated after technology failure on Carey appeal - ESPNcricinfo,0.0557,2
239,Take Me with You,23,Cricket Australia Boss Slams Technology 'Howler' In Ashes Test - Barron's,0.0518,3
240,Still Life with Bread Crumbs,30,New Heartbeat Of Work: Leading With Humanity In A Technology Driven World - Live Law,0.0287,1
240,Still Life with Bread Crumbs,19,ACSC Guide on Quantum Technology and Cybersecurity - Cyble,0.0244,2
240,Still Life with Bread Crumbs,16,Technology of liberation or control? The political impacts of social media. Guest post by Alexander Fertig - World Bank Blogs,0.0197,3
241,Shtum,48,BLOCK Technology rebrands as Timotec Reinraumtechnik following strategic consolidation - Cleanroom Technology,0.0451,1
241,Shtum,9,InfoWorld’s 2025 Technology of the Year Award winners - InfoWorld,0.0095,2
241,Shtum,39,Patented: Island Technology's Kernel-Based Protection of Computer Processes and More North Texas Inventive Activity - Dallas Innovates,0.0092,3
242,My Name Is Lucy Barton,30,New Heartbeat Of Work: Leading With Humanity In A Technology Driven World - Live Law,0.0059,1
242,My Name Is Lucy Barton,36,New Technology Can Create Composite Structures in Space - Assembly Magazine,0.0056,2
242,My Name Is Lucy Barton,12,Four Futures for the New Economy: Geoeconomics and Technology in 2030 - The World Economic Forum,0.0055,3
243,My Mrs. Brown,46,Nvidia settles trade-secret lawsuit over driving assistance technology - Reuters,0.021,1
243,My Mrs. Brown,16,Technology of liberation or control? The political impacts of social media. Guest post by Alexander Fertig - World Bank Blogs,0.011,2
243,My Mrs. Brown,39,Patented: Island Technology's Kernel-Based Protection of Computer Processes and More North Texas Inventive Activity - Dallas Innovates,0.0073,3
244,Mr. Mercedes (Bill Hodges Trilogy #1),35,A Letter from Crawford Del Prete - International Data Corporation,0.0158,1
244,Mr. Mercedes (Bill Hodges Trilogy #1),20,KBR methanol technology chosen for Saudi Arabia’s first biomethanol plant - Bioenergy Insight,0.0123,2
244,Mr. Mercedes (Bill Hodges Trilogy #1),21,Clean Science & Technology Stock Hits All-Time Low Amid Prolonged Downtrend - Markets Mojo,0.0031,3
245,I Am Pilgrim (Pilgrim #1),20,KBR methanol technology chosen for Saudi Arabia’s first biomethanol plant - Bioenergy Insight,0.0567,1
245,I Am Pilgrim (Pilgrim #1),26,KBR Methanol Technology Chosen by Fikrat Al-Tadweer for Saudi Arabia’s First Biomethanol Facility - ChemAnalyst,0.05,2
245,I Am Pilgrim (Pilgrim #1),7,"England, umpire expert suggest faulty technology saved Carey - cricket.com.au",0.0345,3
246,Eligible (The Austen Project #4),36,New Technology Can Create Composite Structures in Space - Assembly Magazine,0.0419,1
246,Eligible (The Austen Project #4),8,Review reinstated for England after technology failure on day 1 of third Ashes Test - India TV News,0.0188,2
246,Eligible (The Austen Project #4),37,How China Built its ‘Manhattan Project’ To Rival West in AI Chips - Deccan Chronicle,0.0173,3
247,Eight Hundred Grapes,46,Nvidia settles trade-secret lawsuit over driving assistance technology - Reuters,0.0591,1
247,Eight Hundred Grapes,9,InfoWorld’s 2025 Technology of the Year Award winners - InfoWorld,0.0121,2
247,Eight Hundred Grapes,38,Ras Technology - Complete Racing Solution Contract With Stake Will Not Be Renewed At End Of Current 2-Year Term In May 2026 - TradingView — Track All Markets,0.0096,3
248,Dear Mr. Knightley,41,Diabetes Dialogue: 2026 Technology Updates and American Diabetes Association Standards of Care - HCPLive,0.027,1
248,Dear Mr. Knightley,22,"Karnataka's Siddhartha Academy of Higher Education Partners with upGrad School of Technology to Drive Industry-Linked, On-Campus Innovation - ANI News",0.0051,2
248,Dear Mr. Knightley,49,"Amaravati Academy to train 5,000 students in quantum technologies - The New Indian Express",0.0,3
249,Cometh the Hour (The Clifton Chronicles #6),49,"Amaravati Academy to train 5,000 students in quantum technologies - The New Indian Express",0.0225,1
249,Cometh the Hour (The Clifton Chronicles #6),40,"How the Indian Construction Industry Is Transforming Through Technology, Sustainability, and Capacity Expansion - CII Blog",0.0181,2
249,Cometh the Hour (The Clifton Chronicles #6),16,Technology of liberation or control? The political impacts of social media. Guest post by Alexander Fertig - World Bank Blogs,0.0147,3
250,Balloon Animals,41,Diabetes Dialogue: 2026 Technology Updates and American Diabetes Association Standards of Care - HCPLive,0.012,1
250,Balloon Animals,21,Clean Science & Technology Stock Hits All-Time Low Amid Prolonged Downtrend - Markets Mojo,0.0028,2
250,Balloon Animals,49,"Amaravati Academy to train 5,000 students in quantum technologies - The New Indian Express",0.0,3
251,A Man Called Ove,41,Diabetes Dialogue: 2026 Technology Updates and American Diabetes Association Standards of Care - HCPLive,0.0181,1
251,A Man Called Ove,4,2025 in review: How technology shapes our world - news.cgtn.com,0.0075,2
251,A Man Called Ove,30,New Heartbeat Of Work: Leading With Humanity In A Technology Driven World - Live Law,0.0073,3
252,The Silent Sister (Riley MacPherson #1),39,Patented: Island Technology's Kernel-Based Protection of Computer Processes and More North Texas Inventive Activity - Dallas Innovates,0.0236,1
252,The Silent Sister (Riley MacPherson #1),35,A Letter from Crawford Del Prete - International Data Corporation,0.0164,2
252,The Silent Sister (Riley MacPherson #1),30,New Heartbeat Of Work: Leading With Humanity In A Technology Driven World - Live Law,0.0132,3
253,The Dinner Party,16,Technology of liberation or control? The political impacts of social media. Guest post by Alexander Fertig - World Bank Blogs,0.0205,1
253,The Dinner Party,30,New Heartbeat Of Work: Leading With Humanity In A Technology Driven World - Live Law,0.0111,2
253,The Dinner Party,36,New Technology Can Create Composite Structures in Space - Assembly Magazine,0.0105,3
254,The Improbability of Love,4,2025 in review: How technology shapes our world - news.cgtn.com,0.0171,1
254,The Improbability of Love,30,New Heartbeat Of Work: Leading With Humanity In A Technology Driven World - Live Law,0.0166,2
254,The Improbability of Love,12,Four Futures for the New Economy: Geoeconomics and Technology in 2030 - The World Economic Forum,0.0154,3
255,Mothering Sunday,9,InfoWorld’s 2025 Technology of the Year Award winners - InfoWorld,0.0342,1
255,Mothering Sunday,30,New Heartbeat Of Work: Leading With Humanity In A Technology Driven World - Live Law,0.0246,2
255,Mothering Sunday,38,Ras Technology - Complete Racing Solution Contract With Stake Will Not Be Renewed At End Of Current 2-Year Term In May 2026 - TradingView — Track All Markets,0.0182,3
256,Lies and Other Acts of Love,5,UK launches taskforce to 'break down barriers' for women in tech - BBC,0.0162,1
256,Lies and Other Acts of Love,21,Clean Science & Technology Stock Hits All-Time Low Amid Prolonged Downtrend - Markets Mojo,0.0157,2
256,Lies and Other Acts of Love,30,New Heartbeat Of Work: Leading With Humanity In A Technology Driven World - Live Law,0.0114,3
257,Daredevils,5,UK launches taskforce to 'break down barriers' for women in tech - BBC,0.0288,1
257,Daredevils,33,"Micron Technology, Inc. Reports Results for the First Quarter of Fiscal 2026 - GlobeNewswire",0.0132,2
257,Daredevils,37,How China Built its ‘Manhattan Project’ To Rival West in AI Chips - Deccan Chronicle,0.0101,3
258,11/22/63,49,"Amaravati Academy to train 5,000 students in quantum technologies - The New Indian Express",0.0297,1
258,11/22/63,39,Patented: Island Technology's Kernel-Based Protection of Computer Processes and More North Texas Inventive Activity - Dallas Innovates,0.014,2
258,11/22/63,26,KBR Methanol Technology Chosen by Fikrat Al-Tadweer for Saudi Arabia’s First Biomethanol Facility - ChemAnalyst,0.0137,3
259,The Shack,4,2025 in review: How technology shapes our world - news.cgtn.com,0.0109,1
259,The Shack,30,New Heartbeat Of Work: Leading With Humanity In A Technology Driven World - Live Law,0.0106,2
259,The Shack,12,Four Futures for the New Economy: Geoeconomics and Technology in 2030 - The World Economic Forum,0.0098,3
260,The High Mountains of Portugal,50,Vue Flagship ‘EPIC’ Amsterdam Cinema Focuses On Technology Innovation - Forbes,0.0,1
260,The High Mountains of Portugal,49,"Amaravati Academy to train 5,000 students in quantum technologies - The New Indian Express",0.0,2
260,The High Mountains of Portugal,48,BLOCK Technology rebrands as Timotec Reinraumtechnik following strategic consolidation - Cleanroom Technology,0.0,3
261,Miller's Valley,1,"AI fuels blue-collar productivity boom across manufacturing, Palantir technology chief tells Fox Business - Fox Business",0.0129,1
261,Miller's Valley,30,New Heartbeat Of Work: Leading With Humanity In A Technology Driven World - Live Law,0.0127,2
261,Miller's Valley,29,"Geospatial technologies to play key role in Viksit Bharat, says Dr Jitendra Singh - DD News",0.0109,3
262,Hystopia: A Novel,38,Ras Technology - Complete Racing Solution Contract With Stake Will Not Be Renewed At End Of Current 2-Year Term In May 2026 - TradingView — Track All Markets,0.036,1
262,Hystopia: A Novel,24,Empowering rising stars in nuclear science and technology - Nuclear Energy Agency (NEA),0.0197,2
262,Hystopia: A Novel,41,Diabetes Dialogue: 2026 Technology Updates and American Diabetes Association Standards of Care - HCPLive,0.0133,3
263,The Bourne Identity (Jason Bourne #1),16,Technology of liberation or control? The political impacts of social media. Guest post by Alexander Fertig - World Bank Blogs,0.0313,1
263,The Bourne Identity (Jason Bourne #1),50,Vue Flagship ‘EPIC’ Amsterdam Cinema Focuses On Technology Innovation - Forbes,0.0,2
263,The Bourne Identity (Jason Bourne #1),48,BLOCK Technology rebrands as Timotec Reinraumtechnik following strategic consolidation - Cleanroom Technology,0.0,3
264,Sister Dear,5,UK launches taskforce to 'break down barriers' for women in tech - BBC,0.0227,1
264,Sister Dear,29,"Geospatial technologies to play key role in Viksit Bharat, says Dr Jitendra Singh - DD News",0.0095,2
264,Sister Dear,46,Nvidia settles trade-secret lawsuit over driving assistance technology - Reuters,0.0061,3
265,Memoirs of a Geisha,5,UK launches taskforce to 'break down barriers' for women in tech - BBC,0.0199,1
265,Memoirs of a Geisha,30,New Heartbeat Of Work: Leading With Humanity In A Technology Driven World - Live Law,0.0166,2
265,Memoirs of a Geisha,4,2025 in review: How technology shapes our world - news.cgtn.com,0.0085,3
266,Me Before You (Me Before You #1),30,New Heartbeat Of Work: Leading With Humanity In A Technology Driven World - Live Law,0.0143,1
266,Me Before You (Me Before You #1),4,2025 in review: How technology shapes our world - news.cgtn.com,0.0038,2
266,Me Before You (Me Before You #1),12,Four Futures for the New Economy: Geoeconomics and Technology in 2030 - The World Economic Forum,0.0034,3
267,Deception Point,36,New Technology Can Create Composite Structures in Space - Assembly Magazine,0.0664,1
267,Deception Point,31,OQ Technology Believes Semiconductor IoT Breakthrough Will Open new Markets - Via Satellite,0.0529,2
267,Deception Point,24,Empowering rising stars in nuclear science and technology - Nuclear Energy Agency (NEA),0.0412,3
268,The Little Paris Bookshop,35,A Letter from Crawford Del Prete - International Data Corporation,0.0487,1
268,The Little Paris Bookshop,45,Deck the halls with Webex calls: How Cisco technology brings holiday cheer to hospitals - Cisco Blogs,0.0203,2
268,The Little Paris Bookshop,31,OQ Technology Believes Semiconductor IoT Breakthrough Will Open new Markets - Via Satellite,0.0137,3
269,The Firm,28,Hon Hai Technology Group (Foxconn) Board Director Ching-Ray Chang Distinguished As UNESCO Quantum 100 Honoree - PR Newswire,0.0332,1
269,The Firm,22,"Karnataka's Siddhartha Academy of Higher Education Partners with upGrad School of Technology to Drive Industry-Linked, On-Campus Innovation - ANI News",0.011,2
269,The Firm,30,New Heartbeat Of Work: Leading With Humanity In A Technology Driven World - Live Law,0.0108,3
270,The Expatriates,36,New Technology Can Create Composite Structures in Space - Assembly Magazine,0.0465,1
270,The Expatriates,4,2025 in review: How technology shapes our world - news.cgtn.com,0.0395,2
270,The Expatriates,14,Hype Correction - MIT Technology Review,0.0386,3
271,Siddhartha,22,"Karnataka's Siddhartha Academy of Higher Education Partners with upGrad School of Technology to Drive Industry-Linked, On-Campus Innovation - ANI News",0.1377,1
271,Siddhartha,50,Vue Flagship ‘EPIC’ Amsterdam Cinema Focuses On Technology Innovation - Forbes,0.0,2
271,Siddhartha,48,BLOCK Technology rebrands as Timotec Reinraumtechnik following strategic consolidation - Cleanroom Technology,0.0,3
272,Last One Home (New Beginnings #1),35,A Letter from Crawford Del Prete - International Data Corporation,0.0125,1
272,Last One Home (New Beginnings #1),22,"Karnataka's Siddhartha Academy of Higher Education Partners with upGrad School of Technology to Drive Industry-Linked, On-Campus Innovation - ANI News",0.0079,2
272,Last One Home (New Beginnings #1),8,Review reinstated for England after technology failure on day 1 of third Ashes Test - India TV News,0.0048,3
273,Digital Fortress,24,Empowering rising stars in nuclear science and technology - Nuclear Energy Agency (NEA),0.1062,1
273,Digital Fortress,25,E-commerce transformation through blockchain technology - Digital Watch Observatory,0.0166,2
273,Digital Fortress,46,Nvidia settles trade-secret lawsuit over driving assistance technology - Reuters,0.0127,3
274,Atlas Shrugged,4,2025 in review: How technology shapes our world - news.cgtn.com,0.0171,1
274,Atlas Shrugged,38,Ras Technology - Complete Racing Solution Contract With Stake Will Not Be Renewed At End Of Current 2-Year Term In May 2026 - TradingView — Track All Markets,0.0169,2
274,Atlas Shrugged,30,New Heartbeat Of Work: Leading With Humanity In A Technology Driven World - Live Law,0.0166,3
275,Three-Martini Lunch,30,New Heartbeat Of Work: Leading With Humanity In A Technology Driven World - Live Law,0.032,1
275,Three-Martini Lunch,10,AI coding is now everywhere. But not everyone is convinced. - MIT Technology Review,0.0245,2
275,Three-Martini Lunch,12,Four Futures for the New Economy: Geoeconomics and Technology in 2030 - The World Economic Forum,0.0192,3
276,The Nightingale,29,"Geospatial technologies to play key role in Viksit Bharat, says Dr Jitendra Singh - DD News",0.0197,1
276,The Nightingale,13,"Govt leveraging science and technology to boost disaster management, climate resilience - DD News",0.0165,2
276,The Nightingale,5,UK launches taskforce to 'break down barriers' for women in tech - BBC,0.0153,3
277,The Infinities,39,Patented: Island Technology's Kernel-Based Protection of Computer Processes and More North Texas Inventive Activity - Dallas Innovates,0.0157,1
277,The Infinities,20,KBR methanol technology chosen for Saudi Arabia’s first biomethanol plant - Bioenergy Insight,0.0118,2
277,The Infinities,8,Review reinstated for England after technology failure on day 1 of third Ashes Test - India TV News,0.0118,3
278,The Husband's Secret,35,A Letter from Crawford Del Prete - International Data Corporation,0.137,1
278,The Husband's Secret,46,Nvidia settles trade-secret lawsuit over driving assistance technology - Reuters,0.046,2
278,The Husband's Secret,37,How China Built its ‘Manhattan Project’ To Rival West in AI Chips - Deccan Chronicle,0.0367,3
279,The Da Vinci Code (Robert Langdon #2),18,"T-TeC Technology Contest, seventh edition kicks off - Leonardo S.p.A.",0.08,1
279,The Da Vinci Code (Robert Langdon #2),46,Nvidia settles trade-secret lawsuit over driving assistance technology - Reuters,0.0133,2
279,The Da Vinci Code (Robert Langdon #2),49,"Amaravati Academy to train 5,000 students in quantum technologies - The New Indian Express",0.0,3
280,The Art of Fielding,22,"Karnataka's Siddhartha Academy of Higher Education Partners with upGrad School of Technology to Drive Industry-Linked, On-Campus Innovation - ANI News",0.0095,1
280,The Art of Fielding,30,New Heartbeat Of Work: Leading With Humanity In A Technology Driven World - Live Law,0.0053,2
280,The Art of Fielding,36,New Technology Can Create Composite Structures in Space - Assembly Magazine,0.005,3
281,Lila (Gilead #3),9,InfoWorld’s 2025 Technology of the Year Award winners - InfoWorld,0.0087,1
281,Lila (Gilead #3),41,Diabetes Dialogue: 2026 Technology Updates and American Diabetes Association Standards of Care - HCPLive,0.0061,2
281,Lila (Gilead #3),21,Clean Science & Technology Stock Hits All-Time Low Amid Prolonged Downtrend - Markets Mojo,0.0057,3
282,Jurassic Park (Jurassic Park #1),39,Patented: Island Technology's Kernel-Based Protection of Computer Processes and More North Texas Inventive Activity - Dallas Innovates,0.0343,1
282,Jurassic Park (Jurassic Park #1),28,Hon Hai Technology Group (Foxconn) Board Director Ching-Ray Chang Distinguished As UNESCO Quantum 100 Honoree - PR Newswire,0.0186,2
282,Jurassic Park (Jurassic Park #1),49,"Amaravati Academy to train 5,000 students in quantum technologies - The New Indian Express",0.0,3
283,Inferno (Robert Langdon #4),35,A Letter from Crawford Del Prete - International Data Corporation,0.0299,1
283,Inferno (Robert Langdon #4),30,New Heartbeat Of Work: Leading With Humanity In A Technology Driven World - Live Law,0.0172,2
283,Inferno (Robert Langdon #4),12,Four Futures for the New Economy: Geoeconomics and Technology in 2030 - The World Economic Forum,0.0159,3
284,Crazy Rich Asians (Crazy Rich Asians #1),44,Micron Technology Reports Strong Growth in Q4 - Meyka,0.0149,1
284,Crazy Rich Asians (Crazy Rich Asians #1),45,Deck the halls with Webex calls: How Cisco technology brings holiday cheer to hospitals - Cisco Blogs,0.0129,2
284,Crazy Rich Asians (Crazy Rich Asians #1),41,Diabetes Dialogue: 2026 Technology Updates and American Diabetes Association Standards of Care - HCPLive,0.0113,3
285,Big Little Lies,5,UK launches taskforce to 'break down barriers' for women in tech - BBC,0.015,1
285,Big Little Lies,30,New Heartbeat Of Work: Leading With Humanity In A Technology Driven World - Live Law,0.0106,2
285,Big Little Lies,12,Four Futures for the New Economy: Geoeconomics and Technology in 2030 - The World Economic Forum,0.0098,3
286,The Course of Love,38,Ras Technology - Complete Racing Solution Contract With Stake Will Not Be Renewed At End Of Current 2-Year Term In May 2026 - TradingView — Track All Markets,0.0286,1
286,The Course of Love,31,OQ Technology Believes Semiconductor IoT Breakthrough Will Open new Markets - Via Satellite,0.0137,2
286,The Course of Love,19,ACSC Guide on Quantum Technology and Cybersecurity - Cyble,0.0109,3
287,When I'm Gone,10,AI coding is now everywhere. But not everyone is convinced. - MIT Technology Review,0.0243,1
287,When I'm Gone,1,"AI fuels blue-collar productivity boom across manufacturing, Palantir technology chief tells Fox Business - Fox Business",0.0232,2
287,When I'm Gone,35,A Letter from Crawford Del Prete - International Data Corporation,0.0181,3
288,The Silent Wife,38,Ras Technology - Complete Racing Solution Contract With Stake Will Not Be Renewed At End Of Current 2-Year Term In May 2026 - TradingView — Track All Markets,0.0479,1
288,The Silent Wife,29,"Geospatial technologies to play key role in Viksit Bharat, says Dr Jitendra Singh - DD News",0.0113,2
288,The Silent Wife,49,"Amaravati Academy to train 5,000 students in quantum technologies - The New Indian Express",0.0,3
289,The Bette Davis Club,18,"T-TeC Technology Contest, seventh edition kicks off - Leonardo S.p.A.",0.0196,1
289,The Bette Davis Club,50,Vue Flagship ‘EPIC’ Amsterdam Cinema Focuses On Technology Innovation - Forbes,0.0,2
289,The Bette Davis Club,48,BLOCK Technology rebrands as Timotec Reinraumtechnik following strategic consolidation - Cleanroom Technology,0.0,3
290,Kitchens of the Great Midwest,4,2025 in review: How technology shapes our world - news.cgtn.com,0.0332,1
290,Kitchens of the Great Midwest,14,Hype Correction - MIT Technology Review,0.0325,2
290,Kitchens of the Great Midwest,10,AI coding is now everywhere. But not everyone is convinced. - MIT Technology Review,0.0312,3
291,Bright Lines,5,UK launches taskforce to 'break down barriers' for women in tech - BBC,0.0181,1
291,Bright Lines,17,Types of Technology: A Complete Overview [2026] - Simplilearn.com,0.0151,2
291,Bright Lines,38,Ras Technology - Complete Racing Solution Contract With Stake Will Not Be Renewed At End Of Current 2-Year Term In May 2026 - TradingView — Track All Markets,0.0143,3
292,Birdsong: A Story in Pictures,36,New Technology Can Create Composite Structures in Space - Assembly Magazine,0.0341,1
292,Birdsong: A Story in Pictures,30,New Heartbeat Of Work: Leading With Humanity In A Technology Driven World - Live Law,0.0278,2
292,Birdsong: A Story in Pictures,4,2025 in review: How technology shapes our world - news.cgtn.com,0.0083,3
293,The Bear and the Piano,29,"Geospatial technologies to play key role in Viksit Bharat, says Dr Jitendra Singh - DD News",0.0258,1
293,The Bear and the Piano,8,Review reinstated for England after technology failure on day 1 of third Ashes Test - India TV News,0.0177,2
293,The Bear and the Piano,30,New Heartbeat Of Work: Leading With Humanity In A Technology Driven World - Live Law,0.013,3
294,The Secret of Dreadwillow Carse,46,Nvidia settles trade-secret lawsuit over driving assistance technology - Reuters,0.0113,1
294,The Secret of Dreadwillow Carse,9,InfoWorld’s 2025 Technology of the Year Award winners - InfoWorld,0.0081,2
294,The Secret of Dreadwillow Carse,38,Ras Technology - Complete Racing Solution Contract With Stake Will Not Be Renewed At End Of Current 2-Year Term In May 2026 - TradingView — Track All Markets,0.0064,3
295,The White Cat and the Monk: A Retelling of the Poem âPangur BÃ¡nâ,4,2025 in review: How technology shapes our world - news.cgtn.com,0.0034,1
295,The White Cat and the Monk: A Retelling of the Poem âPangur BÃ¡nâ,30,New Heartbeat Of Work: Leading With Humanity In A Technology Driven World - Live Law,0.0033,2
295,The White Cat and the Monk: A Retelling of the Poem âPangur BÃ¡nâ,12,Four Futures for the New Economy: Geoeconomics and Technology in 2030 - The World Economic Forum,0.003,3
296,Little Red,50,Vue Flagship ‘EPIC’ Amsterdam Cinema Focuses On Technology Innovation - Forbes,0.0,1
296,Little Red,49,"Amaravati Academy to train 5,000 students in quantum technologies - The New Indian Express",0.0,2
296,Little Red,48,BLOCK Technology rebrands as Timotec Reinraumtechnik following strategic consolidation - Cleanroom Technology,0.0,3
297,Walt Disney's Alice in Wonderland,21,Clean Science & Technology Stock Hits All-Time Low Amid Prolonged Downtrend - Markets Mojo,0.0067,1
297,Walt Disney's Alice in Wonderland,4,2025 in review: How technology shapes our world - news.cgtn.com,0.0039,2
297,Walt Disney's Alice in Wonderland,30,New Heartbeat Of Work: Leading With Humanity In A Technology Driven World - Live Law,0.0037,3
298,Twenty Yawns,3,UK looks to restart cooperation after U.S. suspends tech deal - The Hindu,0.0163,1
298,Twenty Yawns,50,Vue Flagship ‘EPIC’ Amsterdam Cinema Focuses On Technology Innovation - Forbes,0.0,2
298,Twenty Yawns,48,BLOCK Technology rebrands as Timotec Reinraumtechnik following strategic consolidation - Cleanroom Technology,0.0,3
299,Rain Fish,1,"AI fuels blue-collar productivity boom across manufacturing, Palantir technology chief tells Fox Business - Fox Business",0.0653,1
299,Rain Fish,4,2025 in review: How technology shapes our world - news.cgtn.com,0.0238,2
299,Rain Fish,29,"Geospatial technologies to play key role in Viksit Bharat, says Dr Jitendra Singh - DD News",0.0139,3
300,Once Was a Time,8,Review reinstated for England after technology failure on day 1 of third Ashes Test - India TV News,0.0362,1
300,Once Was a Time,6,Ashes 2025-26 - England have review reinstated after technology failure on Carey appeal - ESPNcricinfo,0.0359,2
300,Once Was a Time,47,England unhappy with review technology after Carey reprieved in Adelaide test - Reuters,0.0355,3
301,Luis Paints the World,4,2025 in review: How technology shapes our world - news.cgtn.com,0.0178,1
301,Luis Paints the World,30,New Heartbeat Of Work: Leading With Humanity In A Technology Driven World - Live Law,0.0173,2
301,Luis Paints the World,12,Four Futures for the New Economy: Geoeconomics and Technology in 2030 - The World Economic Forum,0.016,3
302,Nap-a-Roo,21,Clean Science & Technology Stock Hits All-Time Low Amid Prolonged Downtrend - Markets Mojo,0.0073,1
302,Nap-a-Roo,50,Vue Flagship ‘EPIC’ Amsterdam Cinema Focuses On Technology Innovation - Forbes,0.0,2
302,Nap-a-Roo,48,BLOCK Technology rebrands as Timotec Reinraumtechnik following strategic consolidation - Cleanroom Technology,0.0,3
303,The Whale,50,Vue Flagship ‘EPIC’ Amsterdam Cinema Focuses On Technology Innovation - Forbes,0.0207,1
303,The Whale,49,"Amaravati Academy to train 5,000 students in quantum technologies - The New Indian Express",0.0,2
303,The Whale,48,BLOCK Technology rebrands as Timotec Reinraumtechnik following strategic consolidation - Cleanroom Technology,0.0,3
304,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",38,Ras Technology - Complete Racing Solution Contract With Stake Will Not Be Renewed At End Of Current 2-Year Term In May 2026 - TradingView — Track All Markets,0.0079,1
304,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",4,2025 in review: How technology shapes our world - news.cgtn.com,0.0076,2
304,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",30,New Heartbeat Of Work: Leading With Humanity In A Technology Driven World - Live Law,0.0074,3
305,Raymie Nightingale,18,"T-TeC Technology Contest, seventh edition kicks off - Leonardo S.p.A.",0.0255,1
305,Raymie Nightingale,1,"AI fuels blue-collar productivity boom across manufacturing, Palantir technology chief tells Fox Business - Fox Business",0.013,2
